id,title,date,article_url,place_of_accident,district,number_of_deaths,number_of_injured,vehicle_type,cause_of_accident,country,report_type,type_of_accident,accident_date,accident_time,month,month_num,condition,accident_hour,month_name,cause_of_accident_normalized
4393,2 killed in Gopalganj road crash,2018-02-16 10:43:50,https://en.prothomalo.com/bangladesh/accident/2-killed-in-gopalganj-road-crash,dhaka-khulna highway near ratoil horticulture centre,Gopalganj,2,0,,,Bangladesh,event,road accident,2018-02-16,10:43:50,Feb,2,Partly cloudy,10,Feb,
4394,2 killed in Gopalganj road crash,2018-02-16 10:43:50,https://en.prothomalo.com/bangladesh/2-killed-in-Gopalganj-road-crash-2,dhaka-khulna highway near ratoil horticulture centre,Gopalganj,2,0,,,Bangladesh,event,road accident,2018-02-16,10:43:50,Feb,2,Partly cloudy,10,Feb,
4395,2 killed in Gopalganj road crash,2018-02-16 10:43:50,https://en.prothomalo.com/bangladesh/2-killed-in-Gopalganj-road-crash,dhaka-khulna highway near ratoil horticulture centre,Gopalganj,2,0,,,Bangladesh,event,road accident,2018-02-16,10:43:50,Feb,2,Partly cloudy,10,Feb,
4399,"Husband, wife killed in C’nawabganj road crash",2018-01-20 15:33:38,https://en.prothomalo.com/bangladesh/Husband-wife-killed-in-C’nawabganj-road-crash,ranihati,Nawabganj,2,0,Car,,Bangladesh,event,road accident,2018-01-20,15:33:38,Jan,1,Mainly clear,15,Jan,
4401,Gopalganj road crash kills 3,2018-02-22 20:31:46,https://en.prothomalo.com/bangladesh/Gopalganj-road-crash-kills-3-2,dhaka-khulna highway,Gopalganj,3,0,"Bus, Microbus",head-on collision,Bangladesh,event,road accident,2018-02-22,20:31:46,Feb,2,Partly cloudy,20,Feb,head-on collision
4404,Two killed in city road crash,2018-01-19 15:56:37,https://en.prothomalo.com/bangladesh/accident/two-killed-in-city-road-crash,shamibag area,Dhaka,2,1,"Motorcycle, Covered Van",collision between a motorcycle and a covered van,Bangladesh,event,road accident,2018-01-19,15:56:37,Jan,1,Clear sky,15,Jan,collision between a motorcycle and a covered van
4406,4 burnt people die in Rangpur hospital,2018-01-19 14:32:54,https://en.prothomalo.com/bangladesh/4-burnt-people-die-in-Rangpur-hospital,rangpur medical college hospital,Rangpur,4,0,,burns,Bangladesh,event,road accident,2018-01-19,14:32:54,Jan,1,Clear sky,14,Jan,burns
4408,KUET student killed in Mymensingh blast,2018-03-25 15:01:08,https://en.prothomalo.com/bangladesh/KUET-student-killed-in-Mymensingh-blast,masterbari,Mymensingh,1,3,,blast,Bangladesh,event,road accident,2018-03-25,15:01:08,Mar,3,Light rain,15,Mar,blast
4409,2 of a family killed in road accident,2014-08-03 11:41:54,,dhaka-mymensingh highway in master bari area,Mymensingh,2,0,Bus,bus hit pedestrians,Bangladesh,event,road accident,2014-08-03,11:41:54,Aug,8,Moderate rain,11,Aug,bus hit pedestrians
4410,School teacher killed in road crash,2018-01-18 00:04:20,https://en.prothomalo.com/bangladesh/School-teacher-killed-in-road-crash,near bhalaipur-ramnagar bridge,Chuadanga,1,0,,,Bangladesh,event,road accident,2018-01-18,00:04:20,Jan,1,Clear sky,0,Jan,
4413,3 killed in Sirajganj road crash,2015-04-18 12:12:23,https://en.prothomalo.com/bangladesh/3-killed-in-Sirajganj-road-crash-4,"baniagati, western approach road to bangabandhu bridge",Sirajganj,3,27,Truck And Bus,head-on collision,Bangladesh,event,road accident,2015-04-18,12:12:23,Apr,4,Moderate rain,12,Apr,head-on collision
4414,3 killed in Sirajganj road crash,2015-04-18 12:12:23,https://en.prothomalo.com/bangladesh/3-killed-in-Sirajganj-traffic-accident,baniagati,Sirajganj,3,27,Truck And Bus,head-on collision,Bangladesh,event,road accident,2015-04-18,12:12:23,Apr,4,Moderate rain,12,Apr,head-on collision
4415,3 killed in Sirajganj road crash,2015-04-18 12:12:23,https://en.prothomalo.com/bangladesh/3-killed-in-Sirajganj-road-crash-2,baniagati,Sirajganj,3,27,Truck And Bus,head-on collision,Bangladesh,event,road accident,2015-04-18,12:12:23,Apr,4,Moderate rain,12,Apr,head-on collision
4416,3 killed in Sirajganj road crash,2015-04-18 12:12:23,https://en.prothomalo.com/bangladesh/3-killed-in-Sirajganj-road-crash,"baniagati, western approach road to bangabandhu bridge",Sirajganj,3,27,Truck And Bus,head-on collision,Bangladesh,event,road accident,2015-04-18,12:12:23,Apr,4,Moderate rain,12,Apr,head-on collision
4418,Man killed in Magura road crash,2017-12-24 10:57:31,https://en.prothomalo.com/bangladesh/Man-killed-in-Magura-road-crash,hajamtola area of shalikha upazila on magura-jessore road,Magura,1,0,,,Bangladesh,event,road accident,2017-12-24,10:57:31,Dec,12,Partly cloudy,10,Dec,
4419,SC order on compensation to Rajib’s family tomorrow,2018-05-21 12:45:22,,titumir college,Dhaka,1,0,Brtc Bus,,Bangladesh,event,road accident,2018-05-21,12:45:22,May,5,Heavy rain,12,May,
4420,Bus kills easy-bike driver in Magura,2018-01-04 14:41:22,https://en.prothomalo.com/bangladesh/Bus-kills-easy-bike-driver-in-Magura,magura-jessore road,Magura,1,0,Easy-Bike,,Bangladesh,event,road accident,2018-01-04,14:41:22,Jan,1,Clear sky,14,Jan,
4421,"Mother, son killed in Moulvibazar road crash",2018-01-27 11:31:40,https://en.prothomalo.com/bangladesh/Mother-son-killed-in-Moulvibazar-road-crash,arjuna,Moulvibazar,2,0,"Tractor, Auto-Rickshaw",tractor hitting auto-rickshaw,Bangladesh,event,road accident,2018-01-27,11:31:40,Jan,1,,11,Jan,tractor hitting autorickshaw
4423,Covered van takes elderly woman's life,2018-02-17 18:54:33,https://en.prothomalo.com/bangladesh/Woman-killed-by-van-in-Badda,"badda, in front of fuji tower",Dhaka,1,0,Covered Van,hit while crossing the road,Bangladesh,event,road accident,2018-02-17,18:54:33,Feb,2,Clear sky,18,Feb,hit while crossing the road
4424,Teen burnt in Lakshimpur fire caused by gas leak,2018-01-03 12:10:32,https://en.prothomalo.com/bangladesh/Teen-burnt-in-Lakshimpur-fire-caused-by-gas-leak,ramganj town,Lakshmipur,1,0,Tea Stall,cooking gas cylinder leak,Bangladesh,event,road accident,2018-01-03,12:10:32,Jan,1,Mainly clear,12,Jan,cooking gas cylinder leak
4425,7 killed in Barisal road crash,2015-04-16 14:06:23,,dhaka-barisal highway near kashipur,Dhaka,7,0,"Truck, Human Hauler",truck hit human hauler coming from opposite direction,Bangladesh,event,road accident,2015-04-16,14:06:23,Apr,4,Light rain,14,Apr,truck hit human hauler coming from opposite direction
4428,"Policeman, wife, daughter die in accident",2014-07-31 11:54:42,,dhaka-chittagong highway at batisha in chouddagram upazila,Cumilla,3,0,Car,"tyre burst, crashed into railing",Bangladesh,event,road accident,2014-07-31,11:54:42,Jul,7,Moderate rain,11,Jul,tyre burst crashed into railing
4430,2 bikers killed in Comilla road crash,2017-12-15 12:30:39,https://en.prothomalo.com/bangladesh/2-bikers-killed-in-Comilla-road-crash,chiora on dhaka-chittagong highway,Cumilla,2,1,Motorcycle,,Bangladesh,event,road accident,2017-12-15,12:30:39,Dec,12,Clear sky,12,Dec,
4435,Comilla road crash kills minor boy,2017-12-31 12:59:05,https://en.prothomalo.com/bangladesh/Comilla-road-crash-kills-minor-boy,nurpur,Cumilla,1,0,,,Bangladesh,event,road accident,2017-12-31,12:59:05,Dec,12,Partly cloudy,12,Dec,
4436,Maheshkhali gas cylinder blast kills 2,2018-02-14 17:08:46,https://en.prothomalo.com/bangladesh/Maheshkhali-gas-cylinder-blast-kills-2,adinath temple fair,Cox's Bazar,2,3,Balloon Selling Cart,gas cylinder explosion,Bangladesh,event,road accident,2018-02-14,17:08:46,Feb,2,Partly cloudy,17,Feb,gas cylinder explosion
4437,Jessore road crash kills van driver,2017-12-31 11:31:03,https://en.prothomalo.com/bangladesh/Jessore-road-crash-kills-van-driver,jessore-khulna highway in front of singa adarsha degree college,Khulna,1,2,Rickshaw Van,road accident,Bangladesh,event,road accident,2017-12-31,11:31:03,Dec,12,Thunderstorm (slight),11,Dec,road accident
4438,"Bus hits home minister’s car, this time",2018-08-11 13:33:58,https://en.prothomalo.com/bangladesh/Bus-hits-home-minister’s-car-now,sher-e-bangla nagar area,Dhaka,0,0,"Car, Bus",bus hit car,Bangladesh,event,road accident,2018-08-11,13:33:58,Aug,8,Moderate rain,13,Aug,bus hit car
4439,20 killed in separate traffic accidents,2014-07-29 18:16:55,,"noakhali, narayanganj, bhola, faridpur and chittagong",Noakhali,20,0,,,Bangladesh,event,road accident,2014-07-29,18:16:55,Jul,7,Moderate rain,18,Jul,
4440,7 photojournalists injured in 'BCL attacks',2018-08-05 19:27:06,https://en.prothomalo.com/bangladesh/6-photojournalists-injured-in-attacks-by-‘BCL’,jhigatala and science laboratory areas,Dhaka,0,7,,attacks by unruly youths,Bangladesh,event,road accident,2018-08-05,19:27:06,Aug,8,Moderate rain,19,Aug,attacks by unruly youths
4442,Nawshaba on 4-day remand,2018-08-05 18:20:27,https://en.prothomalo.com/bangladesh/Actress-Nawshaba-on-4-day-remand,dhaka,Dhaka,0,0,,,Bangladesh,event,road accident,2018-08-05,18:20:27,Aug,8,Moderate rain,18,Aug,
4450,Housewife killed in Chapainawabganj road crash,2018-01-10 20:29:36,https://en.prothomalo.com/bangladesh/Housewife-killed-in-Chapainawabganj-road-crash,lalapara area,Nawabganj,1,0,,,Bangladesh,event,road accident,2018-01-10,20:29:36,Jan,1,Mainly clear,20,Jan,
4451,"‘Sir, please take the right side’, protestors to Tofail",2018-08-01 20:23:45,https://en.prothomalo.com/bangladesh/‘Sir-please-take-the-right-side’-protestors-to,near shahbagh,Dhaka,0,0,Car,student protests blocking road,Bangladesh,event,road accident,2018-08-01,20:23:45,Aug,8,Light rain,20,Aug,student protests blocking road
4457,Narayanganj bus plunge kills 2,2018-03-10 12:29:14,https://en.prothomalo.com/bangladesh/Narayanganj-bus-plunge-kills-2,dhaka-chittagong highway,Narayanganj,2,20,Bus,bus drove into a ditch,Bangladesh,event,road accident,2018-03-10,12:29:14,Mar,3,Clear sky,12,Mar,bus drove into a ditch
4458,BGB man killed in city road crash,2018-01-06 12:31:05,,near bijoy sarani,Dhaka,1,0,Motorcycle And Bus,bus knocked down ropon's motorcycle,Bangladesh,event,road accident,2018-01-06,12:31:05,Jan,1,Clear sky,12,Jan,bus knocked down ropons motorcycle
4462,3 workers killed in Sylhet stone quarries,2018-03-28 08:34:55,https://en.prothomalo.com/bangladesh/3-workers-killed-in-Sylhet-stone-quarries,lampapani area of jaflong and companiganj upazila,Sylhet,3,0,Quarry Extraction Equipment,stone extraction,Bangladesh,event,road accident,2018-03-28,08:34:55,Mar,3,Mainly clear,8,Mar,stone extraction
4463,"Picnic bus plunge hurts 20 students, teachers",2018-02-26 16:02:51,https://en.prothomalo.com/bangladesh/Picnic-bus-plunge-hurts-20-students-teachers,"masjidpara, akhaura",Brahmanbaria,0,20,Bus,plunged into a roadside ditch,Bangladesh,event,road accident,2018-02-26,16:02:51,Feb,2,Moderate rain,16,Feb,plunged into a roadside ditch
4464,4 killed  in Sylhet stone quarry,2018-02-26 13:35:48,https://en.prothomalo.com/bangladesh/4-killed-in-Sylhet-stone-quarry,bholaganj area,Sylhet,4,3,Quarry Extraction Equipment,landslide,Bangladesh,event,road accident,2018-02-26,13:35:48,Feb,2,Moderate rain,13,Feb,landslide
4465,2 killed in Bogra road crash,2018-01-04 09:54:51,https://en.prothomalo.com/bangladesh/2-killed-in-Bogra-road-crash,bablatala on bogra-shantahar road,Bogra,2,5,Truck,road accident,Bangladesh,event,road accident,2018-01-04,09:54:51,Jan,1,Clear sky,9,Jan,road accident
4468,3 killed in road crash,2018-02-24 16:46:08,https://en.prothomalo.com/bangladesh/3-killed-in-road-crash-5,south keraniganj,Dhaka,3,1,"Auto-Rickshaw, Truck",truck hit auto-rickshaw,Bangladesh,event,road accident,2018-02-24,16:46:08,Feb,2,Mainly clear,16,Feb,truck hit autorickshaw
4469,3 killed in road crash,2018-02-24 16:46:08,https://en.prothomalo.com/bangladesh/3-killed-in-road-crash-4,south keraniganj,Dhaka,3,1,"Auto-Rickshaw, Truck",truck hit auto-rickshaw,Bangladesh,event,road accident,2018-02-24,16:46:08,Feb,2,Mainly clear,16,Feb,truck hit autorickshaw
4470,3 killed in road crash,2018-02-24 16:46:08,https://en.prothomalo.com/bangladesh/3-killed-in-road-crash-2,"south keraniganj, on the outskirts of the capital",Dhaka,3,1,"Auto-Rickshaw, Goods-Laden Truck",goods-laden truck hit the auto-rickshaw,Bangladesh,event,road accident,2018-02-24,16:46:08,Feb,2,Mainly clear,16,Feb,goodsladen truck hit the autorickshaw
4472,JCD leader killed as bus hits BNP leader's motorcade,2018-06-21 09:59:40,,amirabad area on the dhaka-chattogram highway,Chattogram,1,0,"Bus, Smaller Vehicles",shyamoli paribahan bus hit four smaller vehicles,Bangladesh,event,road accident,2018-06-21,09:59:40,Jun,6,Moderate rain,9,Jun,shyamoli paribahan bus hit four smaller vehicles
4474,4 Ijtema devotees killed in bus-truck collision,2018-01-22 11:09:51,https://en.prothomalo.com/bangladesh/Bus-Truck-collision-kills-4-Ijtema-devotees-in,"lalabazar, dakkhin surma upazila",Sylhet,4,10,"Bus, Truck",head-on collision,Bangladesh,event,road accident,2018-01-22,11:09:51,Jan,1,Partly cloudy,11,Jan,head-on collision
4475,Child among 3 killed in Rangunia landslide,2017-12-30 20:35:20,https://en.prothomalo.com/bangladesh/3-including-child-die-in-Rangunia,rangunia,Chattogram,3,0,,landslide during hill cutting,Bangladesh,event,road accident,2017-12-30,20:35:20,Dec,12,Partly cloudy,20,Dec,landslide during hill cutting
4476,Dhamrai road accident kills 3,2014-07-21 11:24:50,https://en.prothomalo.com/bangladesh/Dhamrai-road-accident-kills-3,dhaka-aricha highway in srirampur area,Dhaka,3,20,Bus And A Truck,head-on collision,Bangladesh,event,road accident,2014-07-21,11:24:50,Jul,7,Dense rain,11,Jul,head-on collision
4477,Rangpur road crash kills 2,2018-01-09 20:32:54,https://en.prothomalo.com/bangladesh/Rangpur-road-crash-kills-2-4,bairagiganj on rangpur-bogra highway,Rangpur,2,5,Bus,head-on collision,Bangladesh,event,road accident,2018-01-09,20:32:54,Jan,1,Clear sky,20,Jan,head-on collision
4479,Rangpur road crash kills 2,2018-01-09 20:32:54,https://en.prothomalo.com/bangladesh/Rangpur-road-crash-kills-2-2,bairagiganj on rangpur-bogra highway,Rangpur,2,5,Bus,head-on collision,Bangladesh,event,road accident,2018-01-09,20:32:54,Jan,1,Clear sky,20,Jan,head-on collision
4481,One killed in Rajshahi road crash,2017-11-17 12:43:35,https://en.prothomalo.com/bangladesh/One-killed-in-Rajshahi-road-crash,rajshahi-chapainawabganj highway at gopalpur,Rajshahi,1,1,,,Bangladesh,event,road accident,2017-11-17,12:43:35,Nov,11,,12,Nov,
4483,Rajshahi bus plunge injures 15 labourers,2017-12-27 16:47:18,https://en.prothomalo.com/bangladesh/Rajshahi-bus-plunge-injures-15-labourers,hargram natunpara,Rajshahi,0,15,,,Bangladesh,event,road accident,2017-12-27,16:47:18,Dec,12,,16,Dec,
4485,Couple killed in Faridpur road crash,2018-01-07 22:52:17,https://en.prothomalo.com/bangladesh/Couple-killed-in-Faridpur-road-crash,"parikkhatapur, dhaka-khulna highway",Faridpur,2,0,"Truck, Motorcycle",truck hit motorcycle,Bangladesh,event,road accident,2018-01-07,22:52:17,Jan,1,Clear sky,22,Jan,truck hit motorcycle accident
4488,Worker killed in Magura road crash,2017-12-14 13:03:02,https://en.prothomalo.com/bangladesh/Worker-killed-in-Magura-road-crash,belnagar on magura-kamarkhali road,Magura,1,2,,,Bangladesh,event,road accident,2017-12-14,13:03:02,Dec,12,Mainly clear,13,Dec,
4489,Bagerhat road crash kills 1,2018-01-28 10:34:14,https://en.prothomalo.com/bangladesh/Bagerhat-road-crash-kills-1-2,dhaka-mawa highway,Bagerhat,1,4,,,Bangladesh,event,road accident,2018-01-28,10:34:14,Jan,1,"Hail, thunderstorm",10,Jan,
4490,Faridpur road crash kills 5,2018-02-07 16:55:02,https://en.prothomalo.com/bangladesh/Faridpur-road-crash-kills-5,near municipality brac office on dhaka-khulna highway,Faridpur,5,2,Bus And Easy-Bike,collision between bus and easy-bike,Bangladesh,event,road accident,2018-02-07,16:55:02,Feb,2,Partly cloudy,16,Feb,collision between bus and easybike
4492,Gopalganj road crash kills 4,2018-02-27 19:02:00,https://en.prothomalo.com/bangladesh/Gopalganj-road-crash-kills-3,dhaka-khulna highway at pona in kashiani upazila,Gopalganj,4,20,"Bus, Truck",head-on collision,Bangladesh,event,road accident,2018-02-27,19:02:00,Feb,2,Partly cloudy,19,Feb,head-on collision
4496,Barisal road crash kills 2,2018-03-18 13:13:37,https://en.prothomalo.com/bangladesh/Barisal-road-crash-kills-2-2,dhaka-barisal highway in front of divisional commissioner's office,Dhaka,2,1,"Bus, Motorcycle",head-on collision,Bangladesh,event,road accident,2018-03-18,13:13:37,Mar,3,Patches of fog,13,Mar,head-on collision
4498,3 JCD leaders killed in road accident,2014-07-22 22:28:20,https://en.prothomalo.com/bangladesh/3-JCD-leaders-killed-in-road-accident,dulhapur,Rangpur,3,0,,road accident,Bangladesh,event,road accident,2014-07-22,22:28:20,Jul,7,Moderate rain,22,Jul,road accident
4501,Dhaka struggles to restore order on the streets,2019-03-20 10:12:31,,dhaka,Dhaka,0,0,,lack of discipline on streets,Bangladesh,event,road accident,2019-03-20,10:12:31,Mar,3,Mainly clear,10,Mar,lack of discipline on streets
4504,Deadly ship graveyards of Bangladesh,2020-01-31 20:20:31,,sitakunda,Chattogram,0,0,Bus,,Bangladesh,event,road accident,2020-01-31,20:20:31,Jan,1,Light rain,20,Jan,
4509,"Road crash kills trucker, helper",2017-12-08 12:51:24,https://en.prothomalo.com/bangladesh/Road-crash-kills-trucker-helper,dhaka-sylhet highway,Narsingdi,2,5,Truck,,Bangladesh,event,road accident,2017-12-08,12:51:24,Dec,12,Dense rain,12,Dec,
4513,Bagerhat road crash kills one,2017-11-19 13:30:19,https://en.prothomalo.com/bangladesh/Bagerhat-road-crash-kills-1,bagerhat-khulna road in fulbari area,Bagerhat,1,0,"Bus, Human Hauler",bus hit a human hauler,Bangladesh,event,road accident,2017-11-19,13:30:19,Nov,11,Moderate rain,13,Nov,bus hit a human hauler
4515,Policeman killed in Ctg road crash,2018-02-06 11:24:10,https://en.prothomalo.com/bangladesh/Policeman-killed-in-Ctg-road-crash,chittagong-cox's bazar road,Chattogram,1,2,Other,road accident,Bangladesh,event,road accident,2018-02-06,11:24:10,Feb,2,Partly cloudy,11,Feb,road accident
4517,Motorcyclist killed in head on collision with truck,2017-12-01 00:39:42,https://en.prothomalo.com/bangladesh/Motorcyclist-killed-in-head-on-collision-with,uthali bazar area,Chuadanga,1,0,Motorcycle And Truck,head on collision,Bangladesh,event,road accident,2017-12-01,00:39:42,Dec,12,Clear sky,0,Dec,head-on collision
4518,Dhaka-Ctg rail link restored after 6 hrs,2018-01-13 16:54:43,,banasua,Dhaka,0,0,Demu Train And A Truck,collision,Bangladesh,event,road accident,2018-01-13,16:54:43,Jan,1,Partly cloudy,16,Jan,collision
4520,Rozina also dies,2018-04-30 11:52:31,https://en.prothomalo.com/bangladesh/Rozina-also-dies,dhaka medical college hospital,Dhaka,1,0,,road crash,Bangladesh,event,road accident,2018-04-30,11:52:31,Apr,4,Heavy rain,11,Apr,road accident
4522,Khaleda criticises govt over road safety,2015-04-09 21:01:32,,faridpur-,Faridpur,25,21,Bus,crashing into roadside trees,Bangladesh,event,road accident,2015-04-09,21:01:32,Apr,4,Light rain,21,Apr,crashing into roadside trees
